#sizeIlist(byte)	       msec/pat	       usec/occ	           occs	        numpats	#indexBaseName
      1293974536	    0.000340000	    0.003735443	          91020	           1000	#wiki20gb_bitmap1_k16
      1200782885	    0.000310000	    0.003405845	          91020	           1000	#wiki20gb_bitmap1_k128
