#sizeIlist(byte)	       msec/pat	       usec/occ	           occs	        numpats	#indexBaseName
       943902365	    0.000199000	    0.002186333	          91020	           1000	#wiki20gb_bitmap8_k16	 (nanotime= 0.002179503 usec/occ)
       899528939	    0.000233000	    0.002559877	          91020	           1000	#wiki20gb_bitmap8_k128	 (nanotime= 0.002559110 usec/occ)
