#sizeIlist(byte)	       msec/pat	       usec/occ	           occs	        numpats	#indexBaseName
       943902365	    0.005452000	    0.001012706	        5383595	           1000	#wiki20gb_bitmap8_k16	 (nanotime= 0.001012939 usec/occ)
       899528939	    0.005035000	    0.000935249	        5383595	           1000	#wiki20gb_bitmap8_k128	 (nanotime= 0.000935808 usec/occ)
