#sizeIlist(byte)	       msec/pat	       usec/occ	           occs	        numpats	#indexBaseName
      1186033067	    0.000000000	    0.000000000	          91020	           1000	#wiki20gb_bitmap1
      1186033067	    0.004000000	    0.000742998	        5383595	           1000	#wiki20gb_bitmap1
