# totaSize(byte)	       msec/pat	       usec/occ	           occs	        numpats	   sizeCT(byte)	sizeIlist(byte)	#indexBaseName
       781411374	    1.348000000	    0.042214657	       31932037	           1000	       25280492	      752569182	#wiki2gb_bitmap1_k16
       741021161	    1.381600000	    0.043266892	       31932037	           1000	       25280492	      712178969	#wiki2gb_bitmap1_k128
