# totaSize(byte)	       msec/pat	       usec/occ	           occs	        numpats	#indexBaseName
        19620527	    1.690000000	    2.316712407	         729482	           1000	#cr_index
        19620527	    1.710000000	    2.344129122	         729482	           1000	#cr_index
