#sizeIlist(byte)	       msec/pat	       usec/occ	           occs	        numpats	#indexBaseName
      1186033067	    0.000000000	    0.000000000	          91020	           1000	#wiki20gb_bitmap1
      1186033067	    0.012000000	    0.002228994	        5383595	           1000	#wiki20gb_bitmap1
